Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Anthony Edwards,24,SG,60,59,35.2,9.9,20.3,0.489,3.4,8.5,0.398,6.6,11.8,0.554,0.572,5.7,7.2,0.796,0.6,4.4,5,3.7,1.4,0.8,2.8,1.9,28.9,AS
2,Julius Randle,31,PF,79,79,33,7.3,15.3,0.481,1.4,4.4,0.315,6,10.9,0.547,0.526,5,6.3,0.802,1.7,5.1,6.7,5,1.1,0.2,2.7,2.8,21.1,
3,Jaden McDaniels,25,PF,71,71,31.9,5.6,10.9,0.518,1.4,3.4,0.421,4.2,7.5,0.562,0.584,2.1,2.5,0.839,1,3.2,4.2,2.7,1.1,1,1.8,3.4,14.8,
4,Rudy Gobert,33,C,76,76,31.3,4.4,6.5,0.682,0,0.1,0,4.4,6.4,0.689,0.682,2.1,4,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,
5,Donte DiVincenzo,29,SG,79,79,30.8,4.2,10.3,0.404,3,7.9,0.378,1.2,2.4,0.492,0.55,0.9,1.3,0.758,0.8,3.3,4.2,3.9,1.3,0.4,1.5,2.4,12.2,
6,Ayo Dosunmu,26,SG,23,9,29,5.7,10.9,0.518,1.5,3.7,0.412,4.1,7.2,0.572,0.588,1.5,1.7,0.921,0.6,3.8,4.4,3.5,1,0.3,1.5,2.2,14.3,
7,Naz Reid,26,C,76,2,26.1,5.1,11.3,0.455,2.1,5.8,0.363,3,5.5,0.552,0.548,1.2,1.6,0.733,1.2,5,6.2,2.2,1,1,1.6,2.6,13.6,
8,Mike Conley,38,PG,53,15,18.2,1.3,4,0.325,1,3.1,0.325,0.3,0.9,0.327,0.45,0.8,0.9,0.9,0.3,1.4,1.7,2.9,0.6,0.3,0.6,1.5,4.5,
9,Kyle Anderson,32,SF,17,0,18,1.5,3.4,0.439,0,0.2,0,1.5,3.1,0.472,0.439,0.7,0.9,0.8,0.8,2.5,3.4,3,0.7,0.6,0.8,1.9,3.6,
10,Bones Hyland,25,PG,70,3,16.5,3,6.6,0.454,1.6,4.2,0.387,1.4,2.4,0.571,0.577,0.9,1.2,0.78,0.3,1.5,1.8,2.7,0.6,0.2,0.9,1.7,8.5,
11,Jaylen Clark,24,SG,65,0,12.5,1.4,3.3,0.443,0.5,1.4,0.333,1,1.9,0.525,0.514,0.7,1,0.657,0.8,0.9,1.8,0.6,0.7,0.1,0.3,1.2,4,
12,Terrence Shannon Jr.,25,SG,40,1,11.1,1.3,3.2,0.413,0.5,1.4,0.382,0.8,1.8,0.437,0.496,0.9,1.1,0.773,0.2,0.9,1.1,0.7,0.3,0,0.5,1.1,4,
13,Rob Dillingham,21,PG,35,0,9.3,1.3,4,0.333,0.3,0.9,0.364,1,3.1,0.324,0.376,0.4,0.6,0.75,0.1,1,1.2,1.7,0.5,0.1,1,1,3.5,
14,Joan Beringer,19,PF,37,1,6.3,1.3,1.9,0.662,0,0,NA,1.3,1.9,0.662,0.662,0.4,0.6,0.652,0.9,0.9,1.8,0.2,0.1,0.4,0.3,1,2.9,
15,Leonard Miller,22,SF,19,0,5,0.9,1.7,0.545,0.1,0.6,0.083,0.9,1.1,0.81,0.561,0.4,0.6,0.636,0.4,0.9,1.3,0.3,0.2,0,0.5,0.6,2.3,
16,Johnny Juzang,24,SG,21,0,4.2,0.8,1.8,0.421,0.3,1.1,0.25,0.5,0.7,0.714,0.5,0.2,0.4,0.625,0.2,0.6,0.8,0.3,0.1,0,0.2,0.1,2,
17,Joe Ingles,38,SF,25,0,4.1,0.3,0.5,0.538,0.1,0.3,0.375,0.2,0.2,0.8,0.654,0.1,0.1,1,0,0.4,0.4,0.8,0.3,0,0.4,0.2,0.8,
18,Rocco Zikarsky,19,C,4,0,4,0.8,1.3,0.6,0,0,NA,0.8,1.3,0.6,0.6,0,0,NA,0.5,0.8,1.3,0,0,0.8,0,0.3,1.5,
19,Julian Phillips,22,SF,11,0,3.9,0.5,1.1,0.5,0.1,0.5,0.2,0.5,0.6,0.714,0.542,0.5,0.5,1,0,0.2,0.2,0.2,0.4,0.1,0.2,0.3,1.7,
20,Enrique Freeman,25,PF,3,0,3.7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0.3,0,0,0,
21,Zyon Pullin,24,SG,4,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0.5,0.5,1,0,0,0,1,0.3,0,0.8,0.5,1,
NA,Team Totals,NA,,79,79,241.3,42.5,88.5,0.48,13.7,37.2,0.369,28.7,51.3,0.56,0.557,18.9,25.2,0.751,11.1,33.3,44.4,26,8.8,5.7,14.9,21.1,117.6,
1,Devin Booker,29,SG,63,63,33.5,8.5,18.6,0.455,1.9,5.8,0.33,6.6,12.8,0.512,0.506,7.1,8.1,0.871,0.7,3.1,3.9,6,0.8,0.3,3.1,2.6,25.9,AS
2,Dillon Brooks,30,SF,54,54,30.5,7.4,17.1,0.434,2.3,6.7,0.342,5.1,10.4,0.494,0.501,3.1,3.6,0.856,0.7,2.9,3.6,1.8,1,0.2,1.8,3.3,20.2,
3,Grayson Allen,30,SG,50,26,29.1,5.3,13.2,0.405,3.2,9,0.351,2.2,4.2,0.519,0.524,2.8,3.3,0.855,0.7,2.3,3,3.9,1.4,0.3,1.6,2.3,16.7,
4,Collin Gillespie,26,PG,78,57,28.6,4.4,10.6,0.419,2.9,7.3,0.406,1.5,3.3,0.447,0.558,0.9,1.1,0.871,1.1,3,4,4.7,1.3,0.2,1.6,1.6,12.7,
5,Royce O'Neale,32,SF,76,67,28.5,3.3,8,0.418,2.7,6.7,0.406,0.6,1.3,0.475,0.587,0.3,0.5,0.722,0.8,4,4.8,2.7,1.1,0.4,1.3,2.3,9.7,
6,Jalen Green,23,SG,31,26,26.6,7,16.5,0.424,2.3,7.3,0.314,4.7,9.2,0.511,0.493,2.1,2.8,0.747,0.5,3.2,3.7,2.9,1.1,0.3,2.3,1.4,18.3,
7,Mark Williams,24,C,59,54,23.7,4.7,7.4,0.642,0,0,1,4.7,7.4,0.641,0.643,2.2,2.9,0.772,3.1,4.9,8,1,0.9,0.9,1.1,2.2,11.7,
8,Jordan Goodwin,27,PG,69,9,22.6,3.3,7.9,0.412,1.6,4.3,0.366,1.7,3.6,0.468,0.512,0.6,0.8,0.696,2,2.9,4.9,2.2,1.5,0.2,1,1.9,8.7,
9,Oso Ighodaro,23,PF,79,23,22.2,2.9,4.5,0.654,0,0,0,2.9,4.5,0.656,0.654,0.6,1.4,0.451,1.7,3.4,5.1,2.3,0.9,0.7,1.2,2.7,6.5,
10,Ryan Dunn,23,SF,67,14,19.1,2.3,5.1,0.452,0.8,2.4,0.335,1.5,2.7,0.554,0.53,0.3,0.6,0.476,1.4,2.7,4.1,1.4,0.9,0.4,0.8,1.9,5.8,
11,Haywood Highsmith,29,SF,6,0,13.3,1.7,3.3,0.5,1.3,2.2,0.615,0.3,1.2,0.286,0.7,0.8,1,0.833,1,1.2,2.2,1.2,0.7,0,0,1.3,5.5,
12,Jamaree Bouyea,26,PG,43,0,13.3,2.2,4.8,0.463,0.5,1.6,0.299,1.7,3.2,0.543,0.512,0.5,0.7,0.71,0.4,1.3,1.7,1.6,0.7,0.3,0.5,0.8,5.4,
13,Amir Coffey,28,SG,13,0,13.2,1.5,2.9,0.5,0.5,1.2,0.375,1,1.7,0.591,0.579,0.7,1,0.692,0.9,1.1,2,1,0.4,0.2,0.2,1.1,4.1,
14,Rasheer Fleming,21,PF,52,0,11.5,1.5,3.7,0.407,0.8,2.2,0.345,0.8,1.5,0.5,0.51,0.3,0.6,0.563,1.1,1.1,2.2,0.2,0.4,0.4,0.4,1.1,4.2,
15,Isaiah Livers,27,PF,36,0,9.6,0.6,1.8,0.344,0.3,1.1,0.3,0.3,0.7,0.417,0.438,0.3,0.3,0.75,0.5,1.2,1.7,0.6,0.4,0.2,0.3,0.8,1.8,
16,Nick Richards,28,C,28,2,9.1,1.3,2.5,0.493,0,0,NA,1.3,2.5,0.493,0.493,0.7,1,0.679,1.3,2,3.3,0.3,0.1,0.5,0.9,1.4,3.2,
17,Khaman Maluach,19,C,43,0,8,1,1.9,0.537,0.1,0.3,0.2,1,1.6,0.612,0.555,0.5,0.7,0.71,0.9,1.5,2.4,0.1,0.1,0.7,0.6,0.9,2.6,
18,Nigel Hayes-Davis,31,SF,27,0,7.2,0.6,1.7,0.326,0.1,0.6,0.125,0.5,1.1,0.433,0.348,0.1,0.1,0.5,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,
19,Koby Brea,23,SG,10,0,4.1,0.7,1.7,0.412,0.6,1.4,0.429,0.1,0.3,0.333,0.588,0.2,0.2,1,0,0.2,0.2,0.6,0,0,0.1,0.4,2.2,
20,CJ Huntley,24,SF,2,0,3.5,0.5,1,0.5,0,0,NA,0.5,1,0.5,0.5,0,0,NA,0,0,0,0.5,0,0,0,0.5,1,
NA,Team Totals,NA,,79,79,240.9,41,90.1,0.455,14.8,40.9,0.362,26.2,49.2,0.532,0.537,16,20.5,0.783,12.9,30,42.9,24.8,9.7,4.2,14.5,20.9,112.8,
1,James Harden,36,PG,44,44,35.4,7.3,17.5,0.419,3.1,8.8,0.347,4.3,8.7,0.492,0.506,7.7,8.5,0.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,
2,Kawhi Leonard,34,SF,63,63,32,9.8,19.4,0.506,2.7,6.9,0.389,7.1,12.5,0.571,0.575,5.8,6.5,0.895,1.1,5.2,6.3,3.6,1.9,0.4,2,1.2,28.1,AS
3,Ivica Zubac,28,C,43,42,30.9,6.1,10,0.613,0,0,NA,6.1,10,0.613,0.613,2.2,3.1,0.705,3.4,7.6,11,2.2,0.4,0.8,1.9,2.4,14.4,
4,Bennedict Mathurin,23,SF,23,1,29,5.5,12.7,0.432,0.7,3.2,0.205,4.8,9.5,0.507,0.457,6.7,7.8,0.861,1.3,4.4,5.7,2.4,1.1,0.3,2.2,2.5,18.3,
5,Darius Garland,26,PG,17,15,28.5,7.5,15.4,0.489,3.5,7.7,0.458,4,7.7,0.519,0.603,1.8,2.2,0.838,0.3,1.9,2.2,6.4,1.1,0.3,3.1,1.8,20.4,
6,John Collins,28,PF,66,54,27.4,5.3,9.6,0.555,1.3,3.2,0.413,4,6.4,0.626,0.624,1.7,2.3,0.772,1.6,3.7,5.3,1,0.9,0.8,1.3,2.7,13.7,
7,Kris Dunn,31,PG,79,65,27.3,2.8,5.8,0.481,1,2.6,0.38,1.8,3.3,0.56,0.565,0.8,1,0.765,0.7,2.6,3.3,3.6,1.6,0.2,1.3,2.3,7.4,
8,Derrick Jones Jr.,28,SF,47,42,27.1,3.9,7.7,0.504,1.1,3.1,0.354,2.8,4.6,0.604,0.575,1.4,1.9,0.764,1.2,2.3,3.4,1.4,0.9,1,0.8,2.1,10.3,
9,Jordan Miller,26,SF,57,1,21.6,3.5,6.5,0.528,0.6,1.8,0.34,2.9,4.8,0.597,0.574,2.2,2.9,0.767,0.9,2.1,3,2.2,0.8,0.2,1,1,9.7,
10,Brook Lopez,37,C,72,37,21.5,3,7,0.424,1.5,4.1,0.354,1.5,2.9,0.524,0.528,0.8,1,0.775,0.6,2.9,3.5,1.3,0.6,1.2,0.8,2,8.2,
11,Bradley Beal,32,SG,6,6,20.2,3,8,0.375,1.2,3.2,0.368,1.8,4.8,0.379,0.448,1,1.3,0.75,0.3,0.5,0.8,1.7,0.5,0,1.5,2.3,8.2,
12,Kobe Sanders,23,SG,65,16,19.9,2.6,5.6,0.464,1.2,2.9,0.409,1.4,2.7,0.522,0.569,0.8,0.9,0.803,0.4,1.8,2.3,1.6,0.7,0.1,1.2,2.1,7.1,
13,Bogdan Bogdanović,33,SG,22,3,19.6,2.4,6.5,0.371,1.3,4,0.322,1.1,2.5,0.446,0.469,0.9,1.1,0.8,0.3,2.3,2.5,2.3,0.5,0,1.2,2,7,
14,Nicolas Batum,37,PF,71,6,17.8,1.3,3.3,0.398,1.2,3.1,0.398,0.1,0.1,0.4,0.589,0.1,0.2,0.818,0.3,2.2,2.5,0.9,0.7,0.3,0.5,1.3,4,
15,Isaiah Jackson,24,C,17,0,15.9,3.2,4.2,0.764,0,0.1,0,3.2,4.1,0.786,0.764,1,1.8,0.548,1.6,3.1,4.6,1.2,0.6,1.2,0.9,2.3,7.5,
16,Chris Paul,40,PG,16,0,14.3,1.1,3.5,0.321,0.6,1.9,0.333,0.5,1.6,0.308,0.411,0.1,0.1,0.5,0.4,1.4,1.8,3.3,0.7,0,1,1.4,2.9,
17,Yanic Konan Niederhäuser,22,C,41,0,10.3,1.6,2.4,0.64,0,0.1,0.2,1.5,2.3,0.663,0.645,1.1,1.5,0.758,0.9,2,2.9,0.3,0.1,0.7,0.6,1.6,4.3,
18,Cam Christie,20,SG,53,0,8.9,1,2.6,0.38,0.2,0.9,0.245,0.8,1.7,0.455,0.423,0.7,0.9,0.76,0.4,1.1,1.5,0.6,0.3,0.1,0.4,0.4,2.9,
19,Kobe Brown,26,PF,34,0,8.7,1,2.5,0.393,0.4,1.4,0.265,0.6,1,0.571,0.47,0.6,0.8,0.808,0.5,1,1.6,0.8,0.3,0.1,0.4,0.5,2.9,
20,Patrick Baldwin Jr.,23,SF,2,0,6,1.5,2,0.75,1,1.5,0.667,0.5,0.5,1,1,1,1,1,0,0.5,0.5,0,0,0,0.5,1,5,
21,TyTy Washington Jr.,24,PG,14,0,5.7,0.6,1.4,0.474,0.2,0.6,0.375,0.4,0.8,0.545,0.553,0,0,NA,0.1,0.4,0.4,1.1,0.3,0.1,0.2,0.4,1.5,
22,Dalano Banton,26,PG,2,0,5,1.5,2,0.75,0,0,NA,1.5,2,0.75,0.75,0,0,NA,0.5,0,0.5,1,0.5,0,0.5,0,3,
23,Sean Pedulla,23,PG,6,0,4.8,0.8,2.5,0.333,0.5,1.7,0.3,0.3,0.8,0.4,0.433,0,0,NA,0,0.5,0.5,0.8,0,0,0,0.7,2.2,
24,Norchad Omier,24,PF,5,0,4.4,1.2,1.6,0.75,0,0.2,0,1.2,1.4,0.857,0.75,0.6,0.6,1,0.6,0.6,1.2,0.4,0.2,0,0,0.6,3,
25,RayJ Dennis,24,PG,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,2,2,0,0,0,1,0,0,
26,Jahmyl Telfort,24,PF,8,0,4,0,0.5,0,0,0.5,0,0,0,NA,0,0.1,0.5,0.25,0,0.4,0.4,0.1,0.1,0,0.1,0.6,0.1,
NA,Team Totals,NA,,79,79,241.3,40.6,83.5,0.486,12.4,33.7,0.368,28.2,49.8,0.565,0.56,20.5,24.9,0.823,9.5,31.1,40.7,23.7,9.1,4.9,14.4,18.7,114,
1,Toumani Camara,25,PF,79,79,33.2,4.8,10.8,0.442,2.7,7.2,0.371,2.1,3.6,0.585,0.566,1.2,1.7,0.708,1.6,3.6,5.2,2.4,1.1,0.4,1.8,2.9,13.4,
2,Deni Avdija,25,SF,63,63,33.2,7.3,16,0.457,1.9,6,0.315,5.4,10,0.541,0.515,7.5,9.4,0.802,1.1,5.8,7,6.7,0.8,0.6,3.8,2.6,24,AS
3,Shaedon Sharpe,22,SG,48,42,30,8,17.6,0.456,2.1,6.2,0.34,5.9,11.5,0.518,0.515,3.2,4,0.784,1,3.4,4.4,2.6,1.4,0.1,3,2,21.4,
4,Jerami Grant,31,PF,57,38,29.7,5.8,12.8,0.453,2.4,6.1,0.389,3.4,6.7,0.513,0.547,4.6,5.6,0.814,1,2.5,3.5,2.1,0.7,0.6,2.1,2.5,18.6,
5,Jrue Holiday,35,PG,50,48,29.3,6.1,13.4,0.455,2.7,6.9,0.39,3.4,6.5,0.525,0.555,1.6,1.9,0.83,1.3,3.2,4.5,6.2,1.1,0.1,2.7,1.4,16.4,
6,Donovan Clingan,21,C,74,74,27.2,4.6,8.9,0.519,1,3.1,0.332,3.6,5.7,0.622,0.578,1.8,2.7,0.675,4.5,7.1,11.6,2.1,0.6,1.7,1.3,2.4,12.1,
7,Scoot Henderson,21,PG,27,7,24.1,4.7,11.3,0.418,1.9,5.3,0.357,2.8,6,0.472,0.502,2.9,3.4,0.839,0.6,2.1,2.7,3.8,0.7,0.3,2.5,2.9,14.2,
8,Kris Murray,25,SF,54,15,23.5,2.2,4.9,0.457,0.6,2.2,0.265,1.7,2.7,0.608,0.515,0.7,1,0.698,1.6,2,3.6,1.4,0.9,0.4,0.8,1.6,5.7,
9,Caleb Love,24,SG,47,1,21.5,4,10.4,0.389,2,6.2,0.32,2.1,4.2,0.49,0.484,0.8,1,0.735,0.5,1.9,2.4,2.6,0.6,0.1,1.3,1,10.8,
10,Vít Krejčí,25,PG,18,0,19.9,2.7,6.6,0.407,1.5,4.9,0.307,1.2,1.7,0.7,0.521,0.6,0.8,0.733,0.7,2.2,2.8,1.8,0.6,0.3,0.6,1.6,7.4,
11,Sidy Cissoko,21,SF,72,26,19.8,1.8,4.6,0.398,0.8,2.7,0.299,1,1.9,0.541,0.486,0.8,1.2,0.651,0.9,1.4,2.3,1.5,0.7,0.3,1,2.5,5.3,
12,Robert Williams,28,C,56,1,17.1,3,4.2,0.712,0.1,0.4,0.333,2.9,3.8,0.749,0.727,0.6,0.9,0.608,2.4,4.6,6.9,1,0.6,1.5,0.8,1.3,6.7,
13,Matisse Thybulle,28,SG,27,0,15.9,2,4.4,0.45,1.3,3.1,0.412,0.7,1.3,0.543,0.596,0.7,0.9,0.87,0.6,1.5,2.1,1,2,0.5,1,1.5,6,
14,Blake Wesley,22,SG,28,0,12.6,2,4.3,0.458,0.4,1.3,0.286,1.6,3,0.529,0.5,0.9,1.6,0.556,0.3,1,1.3,2.2,0.6,0.2,1.1,1.2,5.2,
15,Rayan Rupert,21,SG,48,0,12,1.1,3.1,0.361,0.5,1.5,0.31,0.6,1.6,0.408,0.435,0.2,0.3,0.643,0.5,1.3,1.8,0.7,0.6,0,0.6,1.3,2.9,
16,Chris Youngblood,23,SG,1,0,9,2,3,0.667,2,3,0.667,0,0,NA,1,0,0,NA,0,0,0,1,0,0,0,1,6,
17,Duop Reath,29,C,32,0,8.1,1,2.3,0.446,0.7,1.7,0.418,0.3,0.6,0.526,0.601,0.2,0.2,0.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,
18,Yang Hansen,20,C,41,1,7.2,0.8,2.4,0.31,0.1,1,0.119,0.6,1.4,0.448,0.335,0.7,0.8,0.824,0.5,1.1,1.6,0.5,0.1,0.2,0.8,1,2.3,
19,Jayson Kent,23,SF,3,0,6.3,1.3,2,0.667,0.3,1,0.333,1,1,1,0.75,0.3,0.3,1,0,1.3,1.3,0,0.3,0.3,0,0.3,3.3,
20,Javonte Cooke,26,SG,19,0,4.9,0.5,2.2,0.22,0.2,1.2,0.13,0.3,0.9,0.333,0.256,0.1,0.1,1,0.2,0.8,1,0.4,0.3,0,0.5,0.3,1.2,
NA,Team Totals,NA,,79,79,240.9,40.8,90,0.453,14.5,42.3,0.343,26.3,47.7,0.551,0.534,19.4,25.4,0.765,14.1,31.9,46,25.1,8.2,5.5,17.4,20,115.6,
1,Jimmy Butler,36,SF,38,38,31.1,6.3,12.2,0.519,0.8,2.2,0.376,5.5,9.9,0.552,0.554,6.5,7.6,0.864,2.3,3.2,5.6,4.9,1.4,0.2,1.6,1.2,20,
2,Stephen Curry,37,PG,41,39,31,8.9,19,0.468,4.5,11.4,0.392,4.4,7.5,0.584,0.587,4.8,5.1,0.929,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.8,27,AS
3,Brandin Podziemski,22,SG,79,40,28.6,4.7,10.5,0.454,1.9,5,0.373,2.9,5.5,0.528,0.543,2.3,2.9,0.789,0.9,4.3,5.2,3.8,1.1,0.2,1.6,1.7,13.6,
4,Draymond Green,35,PF,66,66,27.6,3.1,7.4,0.417,1.5,4.7,0.326,1.6,2.7,0.572,0.52,0.8,1.2,0.688,0.8,4.8,5.5,5.5,0.9,0.6,2.6,2.9,8.5,
5,Moses Moody,23,SG,60,49,25.7,4.1,9.3,0.44,2.5,6.3,0.401,1.6,3,0.522,0.575,1.5,1.9,0.77,0.9,2.5,3.3,1.6,1,0.6,1,2,12.1,
6,Jonathan Kuminga,23,PF,20,13,23.8,4.4,9.7,0.454,0.9,2.7,0.321,3.6,7.1,0.504,0.497,2.5,3.3,0.742,1.5,4.4,5.9,2.5,0.4,0.3,2.3,1.7,12.1,
7,Kristaps Porziņģis,30,C,13,9,23.5,5.4,12.2,0.443,1.7,5.2,0.328,3.7,7,0.527,0.513,4.4,5.2,0.838,1.2,3.8,5,2.5,0.6,1.2,1.6,2.5,16.8,
8,De'Anthony Melton,27,PG,46,22,23.1,4.5,11,0.409,1.5,5.1,0.296,3,6,0.505,0.477,2,2.5,0.817,0.8,2.4,3.2,2.6,1.6,0.4,1.9,1.9,12.6,
9,Al Horford,39,C,43,12,21.7,3.1,7.2,0.424,1.7,4.6,0.36,1.4,2.7,0.535,0.539,0.5,0.6,0.846,1,4,5,2.6,0.7,1.2,1,1.2,8.3,
10,Gui Santos,23,PF,66,29,20.5,3.4,6.7,0.505,1.2,3.3,0.352,2.2,3.4,0.653,0.591,1.3,1.8,0.729,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2,9.3,
11,Will Richard,23,SG,67,21,20.2,2.4,5.1,0.474,1.1,3.1,0.341,1.4,2,0.679,0.577,0.7,0.8,0.852,1,1.5,2.5,1.4,1.2,0.1,0.8,1.9,6.6,
12,Charles Bassey,25,C,2,0,18.5,4.5,7,0.643,0,0,NA,4.5,7,0.643,0.643,0.5,0.5,1,2.5,5.5,8,0.5,1,2,0.5,1.5,9.5,
13,Pat Spencer,29,PG,63,13,18.4,2.8,6.6,0.429,0.9,2.5,0.361,1.9,4,0.471,0.498,0.7,0.9,0.772,0.8,1.6,2.4,3.5,0.7,0.1,1.3,1.1,7.2,
14,Buddy Hield,33,SG,44,3,17.5,3,6.8,0.433,1.5,4.4,0.344,1.4,2.4,0.6,0.545,0.6,0.8,0.794,0.6,1.9,2.5,1.5,0.8,0.2,1,1.3,8,
15,Quinten Post,25,PF,67,35,17.3,2.9,6.6,0.44,1.4,4.1,0.336,1.5,2.4,0.617,0.546,0.5,0.6,0.791,1,3,4,1.4,0.4,0.5,0.8,1.9,7.7,
16,LJ Cryer,24,PG,17,1,16.3,2.6,6.5,0.396,2.1,5.2,0.393,0.5,1.3,0.409,0.554,1,1.1,0.895,0.2,1.4,1.6,0.9,0.1,0,0.7,1.6,8.2,
17,Nate Williams,26,SG,12,1,16,2.8,5.7,0.485,0.8,1.8,0.429,2,3.9,0.511,0.551,0.9,1.1,0.846,1.3,0.8,2,0.8,0.4,0,0.9,1.9,7.2,
18,Gary Payton II,33,SG,70,1,15.7,3.3,5.8,0.576,0.5,1.8,0.294,2.8,4,0.704,0.622,0.3,0.5,0.632,1.4,2.3,3.7,1.7,0.9,0.3,0.9,1.8,7.5,
19,Seth Curry,35,SG,8,0,12.3,2.3,4.1,0.545,1.1,2.3,0.5,1.1,1.9,0.6,0.682,1.1,1.3,0.9,0.4,0.8,1.1,1,0.4,0,0.3,0.9,6.8,
20,Omer Yurtseven,27,C,9,0,11.6,1.2,2.9,0.423,0,0.4,0,1.2,2.4,0.5,0.423,1.3,2,0.667,1.4,1.9,3.3,0.9,0.2,0.1,1,1.7,3.8,
21,Trayce Jackson-Davis,25,C,36,1,11.4,1.7,2.8,0.588,0,0,1,1.6,2.8,0.584,0.593,0.8,1.4,0.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,
22,Malevy Leons,26,SF,22,2,10.2,1,2.6,0.404,0.1,0.6,0.231,0.9,2,0.455,0.43,0.3,0.5,0.636,1.2,0.9,2,0.8,0.5,0.4,0.5,1.2,2.5,
NA,Team Totals,NA,,79,79,241.6,41,89,0.461,15.8,44.4,0.357,25.2,44.6,0.565,0.55,16.9,21,0.803,11.3,31.1,42.4,29,9.8,4.3,15.7,19.7,114.8,
1,Trey Murphy III,25,SF,66,66,35.5,7.5,15.9,0.47,3.2,8.6,0.379,4.2,7.3,0.577,0.572,3.3,3.7,0.886,1,4.8,5.7,3.8,1.5,0.4,1.8,2.1,21.5,NA
2,Saddiq Bey,26,SF,72,64,31.2,6.1,13.4,0.451,2.1,5.7,0.367,4,7.7,0.514,0.529,3.4,4.1,0.841,1.7,3.9,5.6,2.5,0.9,0.1,0.9,1.3,17.7,NA
3,Zion Williamson,25,PF,62,55,29.7,7.8,13,0.6,0,0.1,0.25,7.8,13,0.601,0.6,5.4,7.5,0.716,2,3.7,5.7,3.2,1,0.5,2,2.3,21,NA
4,Herbert Jones,27,SF,56,56,28.4,3.3,8.5,0.383,1.4,4.6,0.309,1.8,3.9,0.47,0.467,0.9,1.1,0.806,0.8,2.6,3.4,2.8,1.6,0.5,1.3,3.2,8.9,NA
5,Dejounte Murray,29,PG,14,14,27.8,6.3,13,0.484,1.4,4.4,0.306,4.9,8.6,0.575,0.536,2.8,3.2,0.867,0.3,5.1,5.4,6.4,1.6,0.2,3.4,2.4,16.7,NA
6,Josh Oduro,25,PF,1,0,26,4,7,0.571,0,0,NA,4,7,0.571,0.571,1,2,0.5,2,3,5,1,0,0,1,4,9,NA
7,Jeremiah Fears,19,PG,80,47,25.3,5.2,11.9,0.434,1.2,3.6,0.337,3.9,8.2,0.477,0.486,2.2,2.8,0.792,0.7,2.9,3.6,3.4,1.2,0.4,2.2,1.8,13.7,NA
8,Derik Queen,21,C,79,46,24.6,4.2,8.9,0.473,0.3,1.1,0.262,3.9,7.9,0.502,0.489,2.6,3.2,0.793,1.6,5.2,6.8,3.7,1,0.9,2.3,2.6,11.3,NA
9,Jordan Poole,26,PG,38,7,23.8,4.3,11.4,0.373,2.5,7.4,0.332,1.8,4,0.45,0.482,2.5,2.9,0.872,0.2,1.7,1.9,3.1,0.6,0.4,1.7,2.3,13.5,NA
10,Jose Alvarado,27,PG,41,0,21.9,2.9,6.8,0.418,1.7,4.7,0.363,1.1,2.1,0.54,0.543,0.5,0.6,0.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2,7.9,NA
11,Bryce McGowens,23,SG,42,13,21,2.7,5.6,0.481,0.9,2.2,0.409,1.8,3.4,0.528,0.561,1.8,2.3,0.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,NA
12,Yves Missi,21,C,66,14,19.7,2.4,4.5,0.544,0,0,0,2.4,4.4,0.546,0.544,0.9,1.5,0.559,2.8,3.1,5.8,1.3,0.3,1.5,0.8,1.7,5.7,NA
13,DeAndre Jordan,37,C,12,7,16.6,1.8,2.7,0.656,0,0,NA,1.8,2.7,0.656,0.656,0.9,1.4,0.647,2.2,4.2,6.3,0.9,0.3,0.8,0.8,1.3,4.4,NA
14,Karlo Matković,24,PF,62,2,14.7,2.3,3.8,0.604,0.6,1.5,0.422,1.7,2.3,0.717,0.685,0.5,0.7,0.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,NA
15,Kevon Looney,29,C,20,7,14.2,1.3,2.9,0.431,0.1,0.6,0.182,1.2,2.4,0.489,0.448,0.4,0.5,0.7,2.3,3.3,5.6,1.6,0.4,0.5,0.4,1.7,3,NA
16,Micah Peavy,24,SG,59,2,14.2,1.7,4.3,0.387,0.4,1.7,0.257,1.2,2.6,0.471,0.438,0.3,0.4,0.714,0.7,1.2,1.9,1,0.7,0.1,0.3,1.4,4.1,NA
